order_id,order_placed_at,order_delivered_at
1534614,21-03-2023 17.59,2023-03-21 18:14:41.344779
1534615,21-03-2023 18.03,2023-03-21 18:21:10.230146
1534616,21-03-2023 18.03,2023-03-21 18:18:23.072274
1534617,21-03-2023 18.08,2023-03-21 18:36:34.296482
1534618,21-03-2023 18.10,2023-03-21 18:25:59.370862
1534619,21-03-2023 18.13,2023-03-21 18:28:54.590853
1534620,21-03-2023 18.16,2023-03-21 18:32:32.013552
1534621,21-03-2023 18.25,2023-03-21 18:40:15.674556
1534622,21-03-2023 18.25,2023-03-21 18:40:52.832571
1534623,21-03-2023 18.31,2023-03-21 18:52:26.427425
1534624,21-03-2023 18.32,2023-03-21 18:47:46.977716
1534625,21-03-2023 18.32,2023-03-21 18:47:20.392628
1534626,21-03-2023 18.33,2023-03-21 18:48:33.623117
1534627,21-03-2023 18.34,2023-03-21 18:50:18.814064
1534628,21-03-2023 18.38,2023-03-21 18:53:41.421970
1534629,21-03-2023 18.38,2023-03-21 18:53:52.042250
1534630,21-03-2023 18.43,2023-03-21 18:58:32.939099
1534631,21-03-2023 18.47,2023-03-21 19:03:39.532675
1534632,21-03-2023 18.48,2023-03-21 19:05:43.880002
1534633,21-03-2023 18.49,2023-03-21 19:04:14.727155
1534634,21-03-2023 18.50,2023-03-21 19:05:47.232271
1534635,21-03-2023 18.53,2023-03-21 19:10:01.230196
1534636,21-03-2023 18.54,2023-03-21 19:10:12.080509
1534637,21-03-2023 18.55,2023-03-21 19:12:25.926208
1534638,21-03-2023 18.56,2023-03-21 19:19:08.305738
1534639,21-03-2023 18.57,2023-03-21 19:38:17.235754
1534640,21-03-2023 18.58,2023-03-21 19:17:28.086906
1534641,21-03-2023 19.02,2023-03-21 19:17:37.695493
1534642,21-03-2023 19.03,2023-03-21 19:18:24.691255
1534643,21-03-2023 19.06,2023-03-21 19:27:37.886401
1534644,21-03-2023 19.07,2023-03-21 19:22:22.216341
1534645,21-03-2023 19.13,2023-03-21 19:28:47.516846
1534646,21-03-2023 19.16,2023-03-21 19:31:48.910233
1534647,21-03-2023 19.17,2023-03-21 19:33:20.500228
1534648,21-03-2023 19.20,2023-03-21 20:30:40.533393
1534649,21-03-2023 19.24,2023-03-21 19:40:54.545249
1534650,21-03-2023 19.27,2023-03-21 19:43:32.106802
1534651,21-03-2023 19.36,2023-03-21 19:52:22.498284
1534652,21-03-2023 19.38,2023-03-21 19:54:33.411451
1534653,21-03-2023 19.38,2023-03-21 19:54:24.072322
1534654,21-03-2023 19.39,2023-03-21 19:55:12.484943
1534655,21-03-2023 19.48,2023-03-21 20:09:28.355632
1534656,21-03-2023 19.50,2023-03-21 20:06:21.274786
1534657,21-03-2023 19.50,2023-03-21 20:05:23.921341
1534658,21-03-2023 19.55,2023-03-21 20:43:17.838942
1534659,21-03-2023 19.57,2023-03-21 20:12:16.371819
1534660,21-03-2023 19.57,2023-03-21 20:13:46.860086
1534661,21-03-2023 19.58,2023-03-21 20:13:44.098078
1534662,21-03-2023 20.02,2023-03-21 20:29:00.136821
1534663,21-03-2023 20.04,2023-03-21 20:19:57.710835
1534664,21-03-2023 20.05,2023-03-21 20:31:36.541468
1534665,21-03-2023 20.06,2023-03-21 20:24:45.452388
1534666,21-03-2023 20.08,2023-03-21 20:23:48.202813
1534667,21-03-2023 20.15,2023-03-21 20:30:49.908376
1534668,21-03-2023 20.16,2023-03-21 20:31:35.332942
1534669,21-03-2023 20.17,2023-03-21 20:32:31.475995
1534670,21-03-2023 20.22,2023-03-21 20:38:05.560922
1534671,21-03-2023 20.23,2023-03-21 20:38:29.773853
1534672,21-03-2023 20.32,2023-03-21 20:49:14.156848
1534673,21-03-2023 20.44,2023-03-21 20:59:23.338514
1534674,21-03-2023 20.50,2023-03-21 21:11:32.795123
1534675,21-03-2023 20.52,2023-03-21 21:07:24.836687
1534676,21-03-2023 21.01,2023-03-21 21:16:47.642120
1534677,21-03-2023 21.03,2023-03-21 21:18:42.090424
1534678,21-03-2023 21.04,2023-03-21 21:19:26.249116
1534679,21-03-2023 21.06,2023-03-21 21:22:48.785347
1534680,21-03-2023 21.11,2023-03-21 21:27:11.283296
1534681,21-03-2023 21.11,2023-03-21 21:26:51.487981
1534682,21-03-2023 21.15,2023-03-21 21:31:03.145547
1534683,21-03-2023 21.17,2023-03-21 21:36:06.080694
1534684,21-03-2023 21.19,2023-03-21 21:39:29.518388
1534685,21-03-2023 21.21,2023-03-21 21:52:42.035547
1534686,21-03-2023 21.21,2023-03-21 21:49:34.039665
1534687,21-03-2023 21.25,2023-03-21 21:40:52.320755
1534688,21-03-2023 21.26,2023-03-21 21:41:48.214011
1534689,21-03-2023 21.29,2023-03-21 21:44:42.146122
1534690,21-03-2023 21.32,2023-03-21 21:48:52.583334
1534691,21-03-2023 21.33,2023-03-21 21:49:04.041416
1534692,21-03-2023 21.35,2023-03-21 21:51:02.857862
1534693,21-03-2023 21.35,2023-03-21 21:52:28.777980
1534694,21-03-2023 21.37,2023-03-21 21:52:50.389450
1534695,21-03-2023 21.40,2023-03-21 21:55:25.829490
1534696,21-03-2023 21.42,2023-03-21 21:59:34.389434
1534697,21-03-2023 21.44,2023-03-21 21:59:17.607130
1534698,21-03-2023 21.51,2023-03-21 22:09:02.331650
1534699,21-03-2023 22.03,2023-03-21 22:18:57.094322
1534700,21-03-2023 22.03,2023-03-21 22:19:51.101778
1534701,21-03-2023 22.08,2023-03-21 22:24:41.261130
1534702,21-03-2023 22.14,2023-03-21 22:31:21.476684
1534703,21-03-2023 22.14,2023-03-21 22:31:10.233369
1534704,21-03-2023 22.14,2023-03-21 22:31:09.938700
1534705,21-03-2023 22.15,2023-03-21 22:30:29.247329
1534706,21-03-2023 22.18,2023-03-21 22:35:53.683244
1534707,21-03-2023 22.26,2023-03-21 22:41:56.531491
1534708,21-03-2023 22.31,2023-03-21 23:13:48.092845
1534709,21-03-2023 22.32,2023-03-21 22:51:32.443527
1534710,21-03-2023 22.35,2023-03-21 22:50:38.480694
1534711,21-03-2023 22.38,2023-03-21 22:54:04.657999
1534712,21-03-2023 22.39,2023-03-21 22:54:15.071086
1534713,21-03-2023 22.44,2023-03-21 23:02:46.489004
1534714,21-03-2023 22.46,2023-03-21 23:01:22.096553
1534715,21-03-2023 22.50,2023-03-21 23:08:20.460289
1534716,21-03-2023 22.56,2023-03-21 23:13:26.877921
1534717,21-03-2023 23.01,2023-03-21 23:16:32.557725
1534718,21-03-2023 23.02,2023-03-21 23:26:15.345120
1534719,21-03-2023 23.10,2023-03-22 00:00:09.464991
1534720,21-03-2023 23.12,2023-03-21 23:29:27.616355
1534721,21-03-2023 23.13,2023-03-21 23:29:34.450025
1534722,21-03-2023 23.14,2023-03-21 23:29:44.666856
1534723,21-03-2023 23.16,2023-03-21 23:35:06.016916
1534724,21-03-2023 23.20,2023-03-21 23:35:43.260796
1534725,21-03-2023 23.23,2023-03-21 23:47:34.205926
1534726,21-03-2023 23.23,2023-03-21 23:39:28.349922
1534727,21-03-2023 23.23,2023-03-21 23:39:10.613658
1534728,21-03-2023 23.25,2023-03-21 23:40:52.606950
1534729,21-03-2023 23.27,2023-03-21 23:42:55.185810
1534730,21-03-2023 23.27,2023-03-21 23:43:55.522489
1534731,21-03-2023 23.33,2023-03-21 23:49:06.982935
1534732,21-03-2023 23.38,2023-03-21 23:54:44.708619
1534733,21-03-2023 23.43,2023-03-21 23:58:18.964975
1534734,21-03-2023 23.48,2023-03-22 00:08:54.248177
1534735,21-03-2023 23.49,2023-03-22 00:04:25.178025
1534736,21-03-2023 23.51,2023-03-22 00:07:32.620724
1534737,21-03-2023 23.52,2023-03-22 00:09:00.207376
1534738,21-03-2023 23.53,2023-03-22 00:08:44.109706
1534739,21-03-2023 23.55,2023-03-22 00:10:11.978898
1534740,21-03-2023 23.55,2023-03-22 00:11:40.437205
1534741,21-03-2023 23.58,2023-03-22 00:14:44.880863
1534742,22-03-2023 0.00,2023-03-22 00:44:06.327283
1534743,22-03-2023 0.01,2023-03-22 00:16:25.399634
1534744,22-03-2023 0.03,2023-03-22 00:19:03.600443
1534745,22-03-2023 0.06,2023-03-22 00:21:51.029524
1534746,22-03-2023 0.06,2023-03-22 00:22:42.971543
1534747,22-03-2023 0.07,2023-03-22 00:22:31.298525
1534748,22-03-2023 0.12,2023-03-22 00:27:48.379100
1534749,22-03-2023 0.16,2023-03-22 00:31:53.246155
1534750,22-03-2023 0.20,2023-03-22 00:37:31.647259
1534751,22-03-2023 0.24,2023-03-22 00:48:33.313531
1534752,22-03-2023 0.24,2023-03-22 00:51:49.542253
1534753,22-03-2023 0.24,2023-03-22 00:39:37.545034
1534754,22-03-2023 0.34,2023-03-22 00:49:17.246648
1534755,22-03-2023 0.34,2023-03-22 00:55:32.925624
1534756,22-03-2023 0.37,2023-03-22 00:55:41.412744
1534757,22-03-2023 0.37,2023-03-22 00:54:08.239914
1534758,22-03-2023 0.38,2023-03-22 00:53:57.783856
1534759,22-03-2023 0.42,2023-03-22 00:57:15.717376
1534760,22-03-2023 0.42,2023-03-22 01:00:14.318527
1534761,22-03-2023 0.45,2023-03-22 01:02:58.678323
1534762,22-03-2023 0.47,2023-03-22 01:02:22.723006
1534763,22-03-2023 0.51,2023-03-22 01:26:14.471410
1534764,22-03-2023 0.58,2023-03-22 01:14:35.171671
1534765,22-03-2023 1.00,2023-03-22 01:15:34.586918
1534766,22-03-2023 1.01,2023-03-22 03:12:19.662711
1534767,22-03-2023 1.01,2023-03-22 01:16:29.900203
1534768,22-03-2023 1.04,2023-03-22 01:23:22.567335
1534769,22-03-2023 1.11,2023-03-22 01:27:24.479169
1534770,22-03-2023 1.17,2023-03-22 01:34:04.577905
1534771,22-03-2023 1.17,2023-03-22 01:40:26.597639
1534772,22-03-2023 1.18,2023-03-22 01:33:24.680466
1534773,22-03-2023 1.19,2023-03-22 01:59:41.684003
1534774,22-03-2023 1.21,2023-03-22 02:09:56.902455
1534775,22-03-2023 1.25,2023-03-22 01:40:18.474342
1534776,22-03-2023 1.31,2023-03-22 01:46:53.425570
1534777,22-03-2023 1.40,2023-03-22 01:55:27.212940
1534778,22-03-2023 1.42,2023-03-22 01:57:23.241712
1534779,22-03-2023 1.43,2023-03-22 01:59:57.400276
1534780,22-03-2023 1.47,2023-03-22 02:06:29.596153
1534781,22-03-2023 1.47,2023-03-22 02:02:48.786657
1534782,22-03-2023 1.47,2023-03-22 02:05:25.975409
1534783,22-03-2023 1.50,2023-03-22 02:05:52.435559
1534784,22-03-2023 1.52,2023-03-22 02:26:27.459166
1534785,22-03-2023 1.54,2023-03-22 02:10:12.132239
1534786,22-03-2023 1.55,2023-03-22 02:10:31.607616
1534787,22-03-2023 1.59,2023-03-22 02:14:51.342065
1534788,22-03-2023 2.03,2023-03-22 02:18:24.052538
1534789,22-03-2023 2.07,2023-03-22 02:22:41.043763
1534790,22-03-2023 2.08,2023-03-22 02:25:57.244479
1534791,22-03-2023 2.08,2023-03-22 02:26:45.755125
1534792,22-03-2023 2.09,2023-03-22 02:30:25.475578
1534793,22-03-2023 2.09,2023-03-22 04:01:50.339259
1534794,22-03-2023 2.12,2023-03-22 02:28:44.857561
1534795,22-03-2023 2.13,2023-03-22 02:29:47.048484
1534796,22-03-2023 2.15,2023-03-22 02:30:03.037203
1534797,22-03-2023 2.17,2023-03-22 02:49:09.167319
1534798,22-03-2023 2.19,2023-03-22 02:34:22.803783
1534799,22-03-2023 2.27,2023-03-22 02:43:43.611598
1534800,22-03-2023 2.29,2023-03-22 02:44:46.535780
1534801,22-03-2023 2.36,2023-03-22 02:53:39.117837
1534802,22-03-2023 2.39,2023-03-22 02:54:14.079262
1534803,22-03-2023 2.39,2023-03-22 02:55:14.093480
1534804,22-03-2023 2.41,2023-03-22 02:56:36.571468
1534805,22-03-2023 2.46,2023-03-22 03:02:23.498449
1534806,22-03-2023 2.58,2023-03-22 03:22:16.102862
1534807,22-03-2023 2.59,2023-03-22 03:54:37.664907
1534808,22-03-2023 3.01,2023-03-22 03:16:13.414115
1534809,22-03-2023 3.01,2023-03-22 03:18:09.566754
1534810,22-03-2023 3.02,2023-03-22 03:17:49.199811
1534811,22-03-2023 3.03,2023-03-22 03:42:53.891381
1534812,22-03-2023 3.10,2023-03-22 03:26:28.678682
1534813,22-03-2023 3.11,2023-03-22 03:26:47.232118
1534814,22-03-2023 3.13,2023-03-22 03:28:28.075041
1534815,22-03-2023 3.15,2023-03-22 03:31:48.356852
1534816,22-03-2023 3.17,2023-03-22 03:50:29.467096
1534817,22-03-2023 3.20,2023-03-22 03:38:11.148343
1534818,22-03-2023 3.21,2023-03-22 03:38:16.057813
1534819,22-03-2023 3.21,2023-03-22 03:37:03.677236
1534820,22-03-2023 3.24,2023-03-22 05:10:42.011099
1534821,22-03-2023 3.24,2023-03-22 03:40:35.282164
1534822,22-03-2023 3.30,2023-03-22 03:45:55.641878
1534823,22-03-2023 3.32,2023-03-22 03:54:19.023978
1534824,22-03-2023 3.33,2023-03-22 03:51:49.739822
1534825,22-03-2023 3.36,2023-03-22 03:51:35.270702
1534826,22-03-2023 3.37,2023-03-22 03:52:38.841259
1534827,22-03-2023 3.38,2023-03-22 03:53:47.575995
1534828,22-03-2023 3.38,2023-03-22 03:53:26.474863
1534829,22-03-2023 3.38,2023-03-22 03:54:20.397554
1534830,22-03-2023 3.38,2023-03-22 03:54:34.118704
1534831,22-03-2023 3.44,2023-03-22 04:00:06.339719
1534832,22-03-2023 3.44,2023-03-22 04:56:58.846531
1534833,22-03-2023 3.50,2023-03-22 04:13:01.520624
1534834,22-03-2023 3.54,2023-03-22 04:14:49.215631
1534835,22-03-2023 3.55,2023-03-22 04:12:04.285709
1534836,22-03-2023 3.55,2023-03-22 04:20:30.300229
1534837,22-03-2023 3.56,2023-03-22 04:11:26.923284
1534838,22-03-2023 3.57,2023-03-22 04:14:02.770487
1534839,22-03-2023 3.59,2023-03-22 04:20:06.756281
1534840,22-03-2023 4.00,2023-03-22 04:16:03.313039
1534841,22-03-2023 4.01,2023-03-22 04:17:35.199706
1534842,22-03-2023 4.02,2023-03-22 04:18:36.423173
1534843,22-03-2023 4.02,2023-03-22 04:38:10.309037
1534844,22-03-2023 4.05,2023-03-22 04:24:17.405091
1534845,22-03-2023 4.08,2023-03-22 04:24:01.062787
1534846,22-03-2023 4.08,2023-03-22 04:24:33.398776
1534847,22-03-2023 4.11,2023-03-22 04:28:58.486774
1534848,22-03-2023 4.13,2023-03-22 04:32:42.541537
1534849,22-03-2023 4.17,2023-03-22 04:33:31.990830
1534850,22-03-2023 4.20,2023-03-22 04:35:07.048238
1534851,22-03-2023 4.20,2023-03-22 04:36:51.121174
1534852,22-03-2023 4.26,2023-03-22 04:42:03.097819
1534853,22-03-2023 4.27,2023-03-22 04:42:53.517514
1534854,22-03-2023 4.30,2023-03-22 04:45:36.847058
1534855,22-03-2023 4.33,2023-03-22 04:48:59.621747
1534856,22-03-2023 4.34,2023-03-22 04:50:36.090369
1534857,22-03-2023 4.35,2023-03-22 05:10:57.665419
1534858,22-03-2023 4.36,2023-03-22 04:51:36.222305
1534859,22-03-2023 4.37,2023-03-22 04:52:55.111010
1534860,22-03-2023 4.39,2023-03-22 05:00:05.596380
1534861,22-03-2023 4.41,2023-03-22 04:58:46.057143
1534862,22-03-2023 4.43,2023-03-22 04:59:29.748148
1534863,22-03-2023 4.43,2023-03-22 05:00:06.446867
1534864,22-03-2023 4.44,2023-03-22 04:59:36.149396
1534865,22-03-2023 4.46,2023-03-22 05:04:42.062868
1534866,22-03-2023 4.49,2023-03-22 05:11:59.986434
1534867,22-03-2023 4.50,2023-03-22 05:06:04.081583
1534868,22-03-2023 4.51,2023-03-22 05:10:26.750716
1534869,22-03-2023 4.52,2023-03-22 05:08:42.685944
1534870,22-03-2023 4.53,2023-03-22 05:09:38.599533
1534871,22-03-2023 4.54,2023-03-22 05:11:43.333801
1534872,22-03-2023 4.56,2023-03-22 05:11:56.769223
1534873,22-03-2023 4.56,2023-03-22 05:11:41.015689
1534874,22-03-2023 4.58,2023-03-22 05:13:53.050791
1534875,22-03-2023 5.00,2023-03-22 05:16:08.798905
1534876,22-03-2023 5.02,2023-03-22 05:18:22.392580
1534877,22-03-2023 5.03,2023-03-22 05:18:37.932843
1534878,22-03-2023 5.06,2023-03-22 05:21:22.750566
1534879,22-03-2023 5.07,2023-03-22 05:23:58.018334
1534880,22-03-2023 5.08,2023-03-22 05:24:42.281243
1534881,22-03-2023 5.11,2023-03-22 05:27:38.184913
1534882,22-03-2023 5.11,2023-03-22 05:26:27.710534
1534883,22-03-2023 5.14,2023-03-22 05:30:09.193455
1534884,22-03-2023 5.15,2023-03-22 05:30:42.152051
1534885,22-03-2023 5.24,2023-03-22 05:40:06.786810
1534886,22-03-2023 5.26,2023-03-22 05:43:54.150715
1534887,22-03-2023 5.27,2023-03-22 05:46:30.959098
1534888,22-03-2023 5.32,2023-03-22 05:48:00.875682
1534889,22-03-2023 5.33,2023-03-22 05:51:36.646092
1534890,22-03-2023 5.35,2023-03-22 05:50:32.168529
1534891,22-03-2023 5.36,2023-03-22 05:52:45.631227
1534892,22-03-2023 5.37,2023-03-22 05:52:58.842040
1534893,22-03-2023 5.39,2023-03-22 05:55:12.449500
1534894,22-03-2023 5.46,2023-03-22 06:13:50.641942
1534895,22-03-2023 5.48,2023-03-22 06:04:30.165862
1534896,22-03-2023 5.53,2023-03-22 06:11:04.509926
1534897,22-03-2023 5.56,2023-03-22 06:11:22.200780
1534898,22-03-2023 5.56,2023-03-22 06:12:46.910768
1534899,22-03-2023 5.57,2023-03-22 06:14:34.854539
1534900,22-03-2023 6.01,2023-03-22 06:17:12.838340
1534901,22-03-2023 6.05,2023-03-22 06:34:51.492967
1534902,22-03-2023 6.13,2023-03-22 06:29:35.394425
1534903,22-03-2023 6.15,2023-03-22 06:34:18.306324
1534904,22-03-2023 6.15,2023-03-22 06:40:12.997085
1534905,22-03-2023 6.16,2023-03-22 06:33:05.946321
1534906,22-03-2023 6.18,2023-03-22 06:36:26.603726
1534907,22-03-2023 6.24,2023-03-22 06:39:09.570426
1534908,22-03-2023 6.27,2023-03-22 06:48:39.999331
1534909,22-03-2023 6.27,2023-03-22 06:42:43.487395
1534910,22-03-2023 6.30,2023-03-22 06:45:36.433780
1534911,22-03-2023 6.33,2023-03-22 06:48:47.315888
1534912,22-03-2023 6.34,2023-03-22 06:49:50.401038
1534913,22-03-2023 6.38,2023-03-22 06:56:19.140076
1534914,22-03-2023 6.39,2023-03-22 06:54:49.787358
1534915,22-03-2023 6.39,2023-03-22 06:58:58.339420
1534916,22-03-2023 6.40,2023-03-22 06:57:47.415407
1534917,22-03-2023 6.44,2023-03-22 06:59:21.908458
1534918,22-03-2023 6.44,2023-03-22 07:00:39.839245
1534919,22-03-2023 6.55,2023-03-22 07:11:45.120877
1534920,22-03-2023 6.59,2023-03-22 07:14:27.319003
1534921,22-03-2023 7.11,2023-03-22 07:38:10.358824
1534922,22-03-2023 7.13,2023-03-22 07:28:06.495249
1534923,22-03-2023 7.15,2023-03-22 07:30:13.145611
1534924,22-03-2023 7.15,2023-03-22 07:30:51.915685
1534925,22-03-2023 7.21,2023-03-22 07:37:21.668401
1534926,22-03-2023 7.22,2023-03-22 07:39:41.153750
1534927,22-03-2023 7.23,2023-03-22 07:39:11.352790
1534928,22-03-2023 7.25,2023-03-22 07:40:32.430909
1534929,22-03-2023 7.26,2023-03-22 07:42:11.062164
1534930,22-03-2023 7.31,2023-03-22 07:52:46.143162
1534931,22-03-2023 7.50,2023-03-22 08:06:00.465085
1534932,22-03-2023 7.53,2023-03-22 08:08:18.026470
1534933,22-03-2023 7.53,2023-03-22 08:08:38.438606
1534934,22-03-2023 7.58,2023-03-22 08:14:09.524516
1534935,22-03-2023 8.03,2023-03-22 08:19:27.985439
1534936,22-03-2023 8.10,2023-03-22 08:26:12.797793
1534937,22-03-2023 8.12,2023-03-22 08:27:20.547691
1534938,22-03-2023 8.13,2023-03-22 08:28:39.375797
1534939,22-03-2023 8.15,2023-03-22 08:32:04.700216
1534940,22-03-2023 8.20,2023-03-22 08:35:19.707406
1534941,22-03-2023 8.20,2023-03-22 08:35:41.421243
1534942,22-03-2023 8.24,2023-03-22 08:41:45.760037
1534943,22-03-2023 8.24,2023-03-22 08:40:47.548893
1534944,22-03-2023 8.28,2023-03-22 08:44:32.289729
1534945,22-03-2023 8.29,2023-03-22 08:45:12.438003
1534946,22-03-2023 8.33,2023-03-22 08:52:10.428243
1534947,22-03-2023 8.37,2023-03-22 08:54:08.553029
1534948,22-03-2023 8.38,2023-03-22 08:53:43.098140
1534949,22-03-2023 8.38,2023-03-22 08:53:44.826476
1534950,22-03-2023 8.39,2023-03-22 08:55:24.796073
1534951,22-03-2023 8.42,2023-03-22 08:57:41.850262
1534952,22-03-2023 8.51,2023-03-22 09:07:19.454617
1534953,22-03-2023 8.54,2023-03-22 09:10:56.574565
1534954,22-03-2023 8.54,2023-03-22 09:14:16.755023
1534955,22-03-2023 8.56,2023-03-22 09:19:11.956063
1534956,22-03-2023 8.59,2023-03-22 09:21:41.266182
1534957,22-03-2023 9.00,2023-03-22 09:15:13.899793
1534958,22-03-2023 9.05,2023-03-22 09:23:07.094503
1534959,22-03-2023 9.08,2023-03-22 09:23:59.794673
1534960,22-03-2023 9.09,2023-03-22 09:25:43.921060
1534961,22-03-2023 9.10,2023-03-22 09:25:51.328780
1534962,22-03-2023 9.12,2023-03-22 09:29:56.793952
1534963,22-03-2023 9.14,2023-03-22 09:31:56.469560
1534964,22-03-2023 9.14,2023-03-22 09:29:47.660256
1534965,22-03-2023 9.14,2023-03-22 09:31:36.603842
1534966,22-03-2023 9.15,2023-03-22 09:30:43.855962
1534967,22-03-2023 9.16,2023-03-22 09:31:57.184689
1534968,22-03-2023 9.19,2023-03-22 09:34:28.392114
1534969,22-03-2023 9.21,2023-03-22 09:37:31.910794
1534970,22-03-2023 9.23,2023-03-22 09:38:28.165777
1534971,22-03-2023 9.23,2023-03-22 09:38:50.577837
1534972,22-03-2023 9.24,2023-03-22 09:51:02.225979
1534973,22-03-2023 9.25,2023-03-22 09:40:16.452217
1534974,22-03-2023 9.26,2023-03-22 09:55:19.151175
1534975,22-03-2023 9.29,2023-03-22 09:45:47.515814
1534976,22-03-2023 9.32,2023-03-22 09:48:38.873173
1534977,22-03-2023 9.33,2023-03-22 09:50:59.672292
1534978,22-03-2023 9.40,2023-03-22 09:55:59.482772
1534979,22-03-2023 9.42,2023-03-22 10:04:42.663110
1534980,22-03-2023 9.44,2023-03-22 09:59:49.480654
1534981,22-03-2023 9.45,2023-03-22 10:08:17.616955
1534982,22-03-2023 9.45,2023-03-22 10:01:56.291739
1534983,22-03-2023 9.46,2023-03-22 10:01:57.924233
1534984,22-03-2023 9.48,2023-03-22 10:07:25.298224
1534985,22-03-2023 9.53,2023-03-22 10:09:47.241225
1534986,22-03-2023 9.54,2023-03-22 10:09:59.956812
1534987,22-03-2023 9.57,2023-03-22 10:12:28.306856
1534988,22-03-2023 9.57,2023-03-22 10:22:21.659557
1534989,22-03-2023 9.58,2023-03-22 10:14:37.378086
1534990,22-03-2023 9.59,2023-03-22 10:15:24.098260
1534991,22-03-2023 10.11,2023-03-22 10:28:07.831289
1534992,22-03-2023 10.15,2023-03-22 10:31:22.652377
1534993,22-03-2023 10.16,2023-03-22 10:32:41.099369
1534994,22-03-2023 10.16,2023-03-22 10:35:36.261686
1534995,22-03-2023 10.17,2023-03-22 10:34:48.697875
1534996,22-03-2023 10.19,2023-03-22 10:35:09.960000
1534997,22-03-2023 10.23,2023-03-22 10:39:20.668460
1534998,22-03-2023 10.35,2023-03-22 10:50:17.058870
1534999,22-03-2023 10.35,2023-03-22 10:51:10.483276
1535000,22-03-2023 10.37,2023-03-22 10:57:13.179986
1535001,22-03-2023 10.41,2023-03-22 10:56:29.597680
1535002,22-03-2023 10.41,2023-03-22 11:00:34.925936
1535003,22-03-2023 10.41,2023-03-22 10:57:50.657186
1535004,22-03-2023 10.43,2023-03-22 11:12:41.436805
1535005,22-03-2023 10.51,2023-03-22 11:06:13.048674
1535006,22-03-2023 10.59,2023-03-22 11:52:55.139634
1535007,22-03-2023 11.02,2023-03-22 11:29:04.600702
1535008,22-03-2023 11.03,2023-03-22 11:19:00.502725
1535009,22-03-2023 11.07,2023-03-22 11:22:21.021627
1535010,22-03-2023 11.08,2023-03-22 11:23:18.227877
1535011,22-03-2023 11.11,2023-03-22 11:26:31.597270
1535012,22-03-2023 11.13,2023-03-22 11:29:14.310443
1535013,22-03-2023 11.14,2023-03-22 11:29:21.111288
1535014,22-03-2023 11.14,2023-03-22 11:30:01.463125
1535015,22-03-2023 11.25,2023-03-22 11:42:12.338811
1535016,22-03-2023 11.31,2023-03-22 11:48:04.388966
1535017,22-03-2023 11.34,2023-03-22 11:53:14.269078
1535018,22-03-2023 11.41,2023-03-22 11:56:31.277501
1535019,22-03-2023 11.41,2023-03-22 11:57:37.200874
1535020,22-03-2023 11.41,2023-03-22 11:58:24.201236
1535021,22-03-2023 11.43,2023-03-22 11:59:00.393632
1535022,22-03-2023 11.44,2023-03-22 12:00:15.081270
1535023,22-03-2023 11.47,2023-03-22 12:03:55.886110
1535024,22-03-2023 11.49,2023-03-22 12:07:36.271727
1535025,22-03-2023 11.49,2023-03-22 12:05:01.870360
1535026,22-03-2023 11.52,2023-03-22 12:09:22.629073
1535027,22-03-2023 11.54,2023-03-22 12:10:02.240247
1535028,22-03-2023 11.55,2023-03-22 12:11:15.039127
1535029,22-03-2023 12.01,2023-03-22 12:21:42.481436
1535030,22-03-2023 12.02,2023-03-22 12:21:11.608760
1535031,22-03-2023 12.07,2023-03-22 12:28:52.317722
1535032,22-03-2023 12.08,2023-03-22 12:33:10.068406
1535033,22-03-2023 12.08,2023-03-22 12:24:05.808742
1535034,22-03-2023 12.09,2023-03-22 12:24:08.210806
1535035,22-03-2023 12.11,2023-03-22 12:27:17.453993
1535036,22-03-2023 12.13,2023-03-22 12:30:31.116680
1535037,22-03-2023 12.15,2023-03-22 12:31:48.963900
1535038,22-03-2023 12.15,2023-03-22 12:31:49.583251
1535039,22-03-2023 12.16,2023-03-22 12:32:24.565566
1535040,22-03-2023 12.18,2023-03-22 12:33:35.766591
1535041,22-03-2023 12.26,2023-03-22 12:42:10.582534
1535042,22-03-2023 12.27,2023-03-22 12:42:07.672919
1535043,22-03-2023 12.28,2023-03-22 12:44:00.418379
1535044,22-03-2023 12.29,2023-03-22 12:44:32.907694
1535045,22-03-2023 12.31,2023-03-22 12:47:22.127059
1535046,22-03-2023 12.33,2023-03-22 12:50:36.301120
1535047,22-03-2023 12.36,2023-03-22 12:53:00.729281
1535048,22-03-2023 12.37,2023-03-22 12:52:48.203425
1535049,22-03-2023 12.38,2023-03-22 13:00:56.224176
1535050,22-03-2023 12.38,2023-03-22 12:55:31.675729
1535051,22-03-2023 12.43,2023-03-22 13:01:58.104553
1535052,22-03-2023 12.44,2023-03-22 13:02:22.872843
1535053,22-03-2023 12.45,2023-03-22 13:03:54.475051
1535054,22-03-2023 12.46,2023-03-22 13:02:03.720266
1535055,22-03-2023 12.50,2023-03-23 08:03:40.654492
1535056,22-03-2023 13.00,2023-03-22 13:15:35.428995
1535057,22-03-2023 13.00,2023-03-22 13:16:32.410073
1535058,22-03-2023 13.04,2023-03-22 13:44:33.578743
1535059,22-03-2023 13.06,2023-03-22 13:25:27.340401
1535060,22-03-2023 13.08,2023-03-22 13:24:50.595267
1535061,22-03-2023 13.10,2023-03-22 13:30:14.808058
1535062,22-03-2023 13.11,2023-03-22 13:27:24.441456
1535063,22-03-2023 13.11,2023-03-22 13:27:31.154337
1535064,22-03-2023 13.12,2023-03-22 13:30:19.004851
